timestamp,test-class,test-method,time,description,result
2021-05-28 14:06:25.877,acme.testing.administrator.updateAccount.AuthenticatedUpdateAccountTest,updatePositiveAccount,6276,"[1] name=José Manuel, surname=Bejarano, email=josemabp13@gmail.com",OK
2021-05-28 14:06:32.214,acme.testing.administrator.updateAccount.AuthenticatedUpdateAccountTest,updatePositiveAccount,6103,"[2] name=Asunción, surname=Pereira, email=asuperado@us.es",OK
2021-05-28 14:06:38.529,acme.testing.administrator.updateAccount.AuthenticatedUpdateAccountTest,updatePositiveAccount,6070,"[3] name=Pablo, surname=Vega, email=lopez@hotmail.com",OK
2021-05-28 14:06:44.008,acme.testing.administrator.updateAccount.AuthenticatedUpdateAccountTest,updateNegativeAccount,5230,"[1] name=eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee, surname=eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee, email=evfwvbfffffffffvfwbvfvve",OK
2021-05-28 14:06:49.335,acme.testing.administrator.updateAccount.AuthenticatedUpdateAccountTest,updateNegativeAccount,5086,"[2] name=, surname=null, email=null",OK
2021-05-28 14:06:54.705,acme.testing.administrator.updateAccount.AuthenticatedUpdateAccountTest,updateNegativeAccount,5133,"[3] name=, surname=null, email=a",OK
2021-05-28 14:07:14.202,acme.testing.manager.task.ManagerTaskCreateTest,create,11236,"[1] recordIndex=0, publica=false, titulo=Implementacion entidad task, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/13 16:23, cargaTrabajo=1.00, descripcion=implementar task con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-28 14:07:24.986,acme.testing.manager.task.ManagerTaskCreateTest,create,10526,"[2] recordIndex=1, publica=false, titulo=Implementacion entidad shout, periodoEjecucionInicio=2021/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=2.00, descripcion=implementar shout con sus atributos, enlace=http://happybirthday.com",OK
2021-05-28 14:07:35.58,acme.testing.manager.task.ManagerTaskCreateTest,create,10351,"[3] recordIndex=2, publica=true, titulo=Implementacion entidad announcement, periodoEjecucionInicio=2021/11/03 05:07, periodoEjecucionFinal=2021/11/03 12:07, cargaTrabajo=7.00, descripcion=implementar announcement con sus atributos, enlace=https://stackoverflow.com/",OK
2021-05-28 14:07:39.516,acme.testing.manager.task.ManagerTaskCreateTest,createNegative2,3703,"createNegative2()",OK
2021-05-28 14:07:45.538,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5788,"[1] recordIndex=4, publica=false, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2021/09/13 10:39, periodoEjecucionFinal=2021/09/12 16:23, cargaTrabajo=5.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosi…, enlace=a",OK
2021-05-28 14:07:51.533,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5763,"[2] recordIndex=5, publica=false, titulo=exampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexampleexample…, periodoEjecucionInicio=2019/07/18 18:56, periodoEjecucionFinal=2021/07/18 22:23, cargaTrabajo=-2.00, descripcion=implementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributosimplementar task con sus atributos, enlace=b",OK
